LDA1,target
0.6593161777359395,1
1.390808610642493,1
0.7066164624214768,1
1.716600208379991,1
-0.9351129678781668,1
2.114459693078191,1
1.5393609938819433,1
1.488938526388928,1
1.0244316787598344,1
-0.7169945086953438,1
0.3242315512753801,1
1.6737779272906526,1
1.1577550511910155,1
0.49819802742053276,1
-0.2344664152223936,1
1.74451100734144,1
1.0356773650878748,1
2.2119459713230705,1
0.8861756527277289,1
0.9797668030519464,1
0.9663605723874797,1
0.6466136932360522,1
0.9013667735685387,1
2.091041610468201,1
-0.6079754945936402,1
1.9400024722191822,1
0.7599821741943784,1
1.010741975171792,1
0.6777653798186782,1
1.5531305028681,1
1.643973007499778,1
1.7255010276786145,1
3.242811433348961,1
1.4437543528688688,1
1.730426044716494,1
3.952790924612459,1
3.5692153473035493,1
1.8312859056068493,1
1.0143616606377275,1
1.702254299836222,1
0.8134551553282509,1
1.0282686405039125,1
0.5891931818797553,1
1.4855918537861323,1
1.1218597908281303,1
3.3465996126148774,1
3.520966836087709,1
1.0257039042892755,1
1.3271940148265078,1
1.0755689251894498,1
2.821691432168531,1
0.8138671696462875,1
4.685003798021971,1
4.260920972036547,1
4.513676969674086,1
4.140016611181677,1
1.613865706674133,1
1.7368491574220033,1
1.4541185150991245,1
3.974683297698353,1
1.7902820936632171,1
1.1647414899493191,1
5.04004928092376,1
2.831390816504638,1
-0.3738343725467215,1
1.835336293699161,1
1.363162825888952,1
2.028902942601252,1
1.013413434107425,1
2.0836135740401374,1
-0.560922632873695,1
2.3498381189686666,1
3.7627625764184023,1
1.8134119711352708,1
1.699927786977629,1
4.04056512860418,1
2.279256504495402,1
1.8467464635737048,1
1.5606039141403427,1
2.048522269656194,1
1.9406866484914334,1
2.4175477274518324,1
1.9001793998149181,1
2.1058442304221963,1
1.085430638221627,1
1.2034851932530717,1
3.6206287950159624,1
-0.09782806525156801,1
0.7813978841771676,1
1.4866291778206695,1
2.2017919464754927,1
2.194023087898206,1
0.8873529983140875,1
0.8739467676496209,1
2.85485722962982,1
3.0902635589211904,1
0.5557756698803331,1
2.174827770538352,1
1.6168849697566103,1
2.6516888494987514,1
1.0155390062240863,1
1.0021327755596197,1
1.1620043146752297,1
2.09374604871701,1
1.43762631529999,1
2.3342841129060696,1
0.9374306171481934,1
1.079714330030794,1
-2.920625131805953,0
-3.30693089338335,0
-2.947589501558309,0
-1.3732534345771887,0
1.3225834008756265,1
-2.414463563638646,0
-1.5167332773617805,0
-1.583339925612143,0
0.21074056133401148,1
-2.896458902912691,0
0.36698291764305596,1
0.9567661792042874,1
-1.2320662026485374,0
-1.3529705635034068,0
-1.0512390631971107,0
0.31934895148529024,1
1.0129683816477304,1
-1.738015663846988,0
-2.6906683208009894,0
0.6529822193209094,1
-0.877020719746749,0
-3.212958617537482,0
1.030516731921116,1
0.6060252049849761,1
-2.413286218052287,0
0.6011240396899746,1
1.2947434698524145,1
-3.8652197078954997,0
-0.986618257955612,1
0.8695749910944426,1
-3.328021171753354,0
-2.7196362598192247,0
0.9786585522901812,1
-2.4800743003275483,0
-4.432429148831163,0
-2.269739356795966,0
1.247109503694649,1
-2.0976628841047433,0
-0.28116690862628513,0
-0.5233268171236232,0
-2.678957600723294,0
1.0846569788174603,1
-2.4336369581413715,0
-1.332763436118944,0
-4.008882839613127,0
1.1289320630775665,1
-1.7378525660701598,0
0.5328773636462589,1
-2.3801523393224535,0
0.9104118762464652,1
-0.17791257638342667,1
-3.0048472811495412,0
0.7999286438727751,1
0.6541595649072682,1
-2.330156435472069,0
-2.380578902965085,0
0.922048264427761,1
-2.929856006853495,0
0.5888951546118668,1
-2.5521911136873134,0
0.9627677056228792,1
-0.9854409123692531,1
-3.1126423685901425,0
-1.5383063016090226,0
-1.2516346097613975,0
0.5375992268649072,1
-1.2071228264111098,0
1.009205047809056,1
-0.547565802640627,0
1.1301094086639254,1
0.10888623047464557,1
0.23128119661055907,1
-2.986381919516033,0
0.8425897091652021,1
-0.8581105616287132,0
0.1511966854787004,1
-1.2253849296086086,0
0.5074195139668471,1
0.7919797430588635,1
0.8855708933830813,1
0.9642127969893495,1
0.9508065663248828,1
-1.0258386651474714,0
-2.829442511833508,0
-0.6235295006562371,1
0.5543425995428379,1
-0.5026251398013679,1
1.1336189952961848,1
1.2406163762848692,1
-2.509169451758179,0
-0.9482396154415256,0
1.4401626407460066,1
1.8114176401629973,1
1.4685131806812244,1
1.1800563374823616,1
-1.5574960414103984,0
0.7931570886452224,1
-1.5344495413504484,0
0.5535951291535459,1
-1.097411101423576,0
0.9519839119112417,1
0.9792971224418934,1
-2.9969148850008813,0
1.0862945034305775,1
0.5629465602346171,1
-1.4293868656531115,0
-2.8663052276843874,0
-1.2464428631247757,0
0.6957208822583867,1
0.68231465159392,1
-0.9447113628184796,0
-1.4214014724334025,0
-2.730690340072352,0
-1.7216796530540037,0
-0.7179410518406166,0
0.9916264160478934,1
1.039627504298141,1
-1.8946982423122618,0
-2.227851352128156,0
1.1605318651530105,1
-2.494824377336319,0
1.4465311668308636,1
1.1133780570149696,1
-0.9870949586055615,0
0.685759366982712,1
-2.7240921570412353,0
0.7130725775133637,1
-1.2457298092973463,0
-0.5314737418707267,0
-0.4837999297936982,0
0.615636371126528,1
0.7365407319813972,1
-2.805892591142253,0
-1.0166478463162236,0
-0.2713505201218575,1
-0.8417119150628949,0
